Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockSerde,convertToHiveBitcoinBlock,Long Statement,The length of the statement "newTransactionsOutputList.add(new HiveBitcoinTransactionOutput(newValue`currentOutput.getTxOutScriptLength()`currentOutput.getTxOutScript()));" is 142.,146
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockSerde,convertToHiveBitcoinBlock,Long Statement,The length of the statement "HiveBitcoinTransaction newTransaction=new HiveBitcoinTransaction(currentTransaction.getMarker()`currentTransaction.getFlag()`currentTransaction.getVersion()`currentTransaction.getInCounter()`currentTransaction.getListOfInputs()`currentTransaction.getOutCounter()`newTransactionsOutputList`currentTransaction.getBitcoinScriptWitness()`currentTransaction.getLockTime());" is 368.,146
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockSerde,convertToHiveBitcoinBlock,Long Statement,The length of the statement "newCoinbaseTransactionOutputList.add(new HiveBitcoinTransactionOutput(newValue`currentOutput.getTxOutScriptLength()`currentOutput.getTxOutScript()));" is 149.,146
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockSerde,convertToHiveBitcoinBlock,Long Statement,The length of the statement "HiveBitcoinTransaction newCoinbaseTransaction=new HiveBitcoinTransaction(currentCoinbaseTransaction.getMarker()`currentCoinbaseTransaction.getFlag()`currentCoinbaseTransaction.getVersion()`currentCoinbaseTransaction.getInCounter()`currentCoinbaseTransaction.getListOfInputs()`currentCoinbaseTransaction.getInCounter()`newCoinbaseTransactionOutputList`currentCoinbaseTransaction.getBitcoinScriptWitness()`currentCoinbaseTransaction.getLockTime());" is 446.,146
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinBlockSerde,convertToHiveBitcoinBlock,Long Statement,The length of the statement "newHiveBitcoinAuxPOW=new HiveBitcoinAuxPOW((int)block.getAuxPOW().getVersion()`newCoinbaseTransaction`block.getAuxPOW().getParentBlockHeaderHash()`block.getAuxPOW().getCoinbaseBranch()`block.getAuxPOW().getAuxBlockChainBranch()`block.getAuxPOW().getParentBlockHeader());" is 270.,146
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinHiveSerdeTest,initializePositive,Magic Number,The method contains a magic number: 2,60
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinHiveSerdeTest,deserialize,Long Identifier,The length of the identifier deserializedBitcoinBlockStruct is 30.,79
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinHiveSerdeTest,deserialize,Long Statement,The length of the statement "assertEquals(1`deserializedBitcoinBlockStruct.getTransactions().size()`"Genesis Block must contain exactly one transaction");" is 125.,79
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinHiveSerdeTest,deserialize,Long Statement,The length of the statement "assertEquals(1`deserializedBitcoinBlockStruct.getTransactions().get(0).getListOfInputs().size()`"Genesis Block must contain exactly one transaction with one input");" is 165.,79
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinHiveSerdeTest,deserialize,Long Statement,The length of the statement "assertEquals(77`deserializedBitcoinBlockStruct.getTransactions().get(0).getListOfInputs().get(0).getTxInScript().length`"Genesis Block must contain exactly one transaction with one input and script length 77");" is 210.,79
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinHiveSerdeTest,deserialize,Long Statement,The length of the statement "assertEquals(0`HiveDecimal.create(5000000000L).compareTo(deserializedBitcoinBlockStruct.getTransactions().get(0).getListOfOutputs().get(0).getValue())`"Value must be BigInteger corresponding to 5000000000L");" is 208.,79
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinHiveSerdeTest,deserialize,Long Statement,The length of the statement "assertEquals(1`deserializedBitcoinBlockStruct.getTransactions().get(0).getListOfOutputs().size()`"Genesis Block must contain exactly one transaction with one output");" is 167.,79
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinHiveSerdeTest,deserialize,Long Statement,The length of the statement "assertEquals(67`deserializedBitcoinBlockStruct.getTransactions().get(0).getListOfOutputs().get(0).getTxOutScript().length`"Genesis Block must contain exactly one transaction with one output and script length 67");" is 213.,79
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 77,79
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 5000000000L,79
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.serde,BitcoinHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 67,79
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumBlockSerde,initialize,Long Statement,The length of the statement "ethereumBlockObjectInspector=ObjectInspectorFactory.getReflectionObjectInspector(HiveEthereumBlock.class`ObjectInspectorFactory.ObjectInspectorOptions.JAVA);" is 157.,49
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,initializePositive,Magic Number,The method contains a magic number: 2,54
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Long Identifier,The length of the identifier deserializedBitcoinBlockStruct is 30.,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Long Statement,The length of the statement "EthereumBlockReader ebr=new EthereumBlockReader(fin`EthereumHiveSerdeTest.DEFAULT_MAXSIZE_ETHEREUMBLOCK`EthereumHiveSerdeTest.DEFAULT_BUFFERSIZE`direct);" is 153.,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Long Statement,The length of the statement "byte[] expectedParentHash=new byte[]{(byte)0xBA`(byte)0x6D`(byte)0xD2`(byte)0x60`(byte)0x12`(byte)0xB3`(byte)0x71`(byte)0x90`(byte)0x48`(byte)0xF3`(byte)0x16`(byte)0xC6`(byte)0xED`(byte)0xB3`(byte)0x34`(byte)0x9B`(byte)0xDF`(byte)0xBD`(byte)0x61`(byte)0x31`(byte)0x9F`(byte)0xA9`(byte)0x7C`(byte)0x61`(byte)0x6A`(byte)0x61`(byte)0x31`(byte)0x18`(byte)0xA1`(byte)0xAF`(byte)0x30`(byte)0x67};" is 390.,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Long Statement,The length of the statement "assertArrayEquals(expectedParentHash`deserializedBitcoinBlockStruct.getEthereumBlockHeader().getParentHash()`"Block contains a correct 32 byte parent hash");" is 157.,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 6,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0xBA,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x6D,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0xD2,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x60,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x12,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0xB3,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x71,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x90,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x48,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0xF3,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x16,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0xC6,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0xED,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0xB3,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x34,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x9B,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0xDF,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0xBD,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x61,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x31,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x9F,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0xA9,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x7C,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x61,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x6A,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x61,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x31,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x18,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0xA1,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0xAF,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x30,67
hadoopcryptoledger,org.zuinnote.hadoop.ethereum.hive.serde,EthereumHiveSerdeTest,deserialize,Magic Number,The method contains a magic number: 0x67,67
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,evaluate,Complex Conditional,The conditional expression inputsNull || outputsNull || otherAttributeNull|| segwitInformationNull is complex.,125
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,evaluate,Long Statement,The length of the statement "List<BitcoinScriptWitnessItem> listOfScriptWitnessitemArray=readListOfBitcoinScriptWitnessFromTable(loiScriptWitnessItem`listofscriptwitnessitemObject);" is 152.,125
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,evaluate,Long Statement,The length of the statement "bitcoinTransaction=new BitcoinTransaction(marker`flag`version`inCounter`listOfInputsArray`outCounter`listOfOutputsArray`listOfScriptWitnessitemArray`locktime);" is 159.,125
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfInputsFromTable,Complex Conditional,The conditional expression prevFieldsNull || inFieldsNull || otherAttribNull is complex.,194
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfInputsFromTable,Long Identifier,The length of the identifier listOfInputsElementObjectInspector is 34.,194
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfInputsFromTable,Long Identifier,The length of the identifier currentBitcoinTransactionInput is 30.,194
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfInputsFromTable,Long Statement,The length of the statement "byte[] currentPrevTransactionHash=wboi.getPrimitiveJavaObject(listOfInputsElementObjectInspector.getStructFieldData(currentlistofinputsObject`prevtransactionhashSF));" is 166.,194
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfInputsFromTable,Long Statement,The length of the statement "long currentPreviousTxOutIndex=wloi.get(listOfInputsElementObjectInspector.getStructFieldData(currentlistofinputsObject`previoustxoutindexSF));" is 143.,194
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfInputsFromTable,Long Statement,The length of the statement "byte[] currentTxInScriptLength=wboi.getPrimitiveJavaObject(listOfInputsElementObjectInspector.getStructFieldData(currentlistofinputsObject`txinscriptlengthSF));" is 160.,194
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfInputsFromTable,Long Statement,The length of the statement "byte[] currentTxInScript=wboi.getPrimitiveJavaObject(listOfInputsElementObjectInspector.getStructFieldData(currentlistofinputsObject`txinscriptSF));" is 148.,194
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfInputsFromTable,Long Statement,The length of the statement "BitcoinTransactionInput currentBitcoinTransactionInput=new BitcoinTransactionInput(currentPrevTransactionHash`currentPreviousTxOutIndex`currentTxInScriptLength`currentTxInScript`currentSeqNo);" is 192.,194
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfOutputsFromTable,Complex Conditional,The conditional expression (valueSF == null) || (txoutscriptlengthSF == null) || (txoutscriptSF == null) is complex.,233
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfOutputsFromTable,Long Identifier,The length of the identifier listOfOutputsElementObjectInspector is 35.,233
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfOutputsFromTable,Long Identifier,The length of the identifier currentBitcoinTransactionOutput is 31.,233
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfOutputsFromTable,Long Statement,The length of the statement "HiveDecimal currentValue=hdoi.getPrimitiveJavaObject(listOfOutputsElementObjectInspector.getStructFieldData(currentListOfOutputsObject`valueSF));" is 145.,233
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfOutputsFromTable,Long Statement,The length of the statement "byte[] currentTxOutScriptLength=wboi.getPrimitiveJavaObject(listOfOutputsElementObjectInspector.getStructFieldData(currentListOfOutputsObject`txoutscriptlengthSF));" is 164.,233
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfOutputsFromTable,Long Statement,The length of the statement "byte[] currentTxOutScript=wboi.getPrimitiveJavaObject(listOfOutputsElementObjectInspector.getStructFieldData(currentListOfOutputsObject`txoutscriptSF));" is 152.,233
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfOutputsFromTable,Long Statement,The length of the statement "BitcoinTransactionOutput currentBitcoinTransactionOutput=new BitcoinTransactionOutput(currentValue.bigDecimalValue().toBigIntegerExact()`currentTxOutScriptLength`currentTxOutScript);" is 182.,233
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfBitcoinScriptWitnessFromTable,Long Identifier,The length of the identifier listOfScriptwitnessItemElementObjectInspector is 45.,264
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfBitcoinScriptWitnessFromTable,Long Identifier,The length of the identifier currentlistofscriptwitnessitemObject is 36.,264
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfBitcoinScriptWitnessFromTable,Long Identifier,The length of the identifier listOfScriptwitnessElementObjectInspector is 41.,264
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfBitcoinScriptWitnessFromTable,Long Identifier,The length of the identifier currentlistofscriptwitnessObject is 32.,264
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfBitcoinScriptWitnessFromTable,Long Identifier,The length of the identifier currentBitcoinScriptWitnessItem is 31.,264
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfBitcoinScriptWitnessFromTable,Long Statement,The length of the statement "StructObjectInspector listOfScriptwitnessItemElementObjectInspector=(StructObjectInspector)loi.getListElementObjectInspector();" is 127.,264
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfBitcoinScriptWitnessFromTable,Long Statement,The length of the statement "byte[] stackItemCounter=wboi.getPrimitiveJavaObject(listOfScriptwitnessItemElementObjectInspector.getStructFieldData(currentlistofscriptwitnessitemObject`stackitemcounterSF));" is 175.,264
hadoopcryptoledger,org.zuinnote.hadoop.bitcoin.hive.udf,BitcoinTransactionHashSegwitUDF,readListOfBitcoinScriptWitnessFromTable,Long Statement,The length of the statement "StructObjectInspector listOfScriptwitnessElementObjectInspector=(StructObjectInspector)loiScriptWitness.getListElementObjectInspector();" is 136.,264
